level,type,usage,sort,parent,code,display_code,icd10_code,title_en,parent_title,detailed_title,definition,mortality_code,morbidity_code1,morbidity_code2,morbidity_code3,morbidity_code4,last_updated
4,T,X,1,A92,A93.0,A93.0,A930,Oropouche virus disease,"Other arthropod-borne viral fevers, not elsewhere classified",Oropouche virus disease,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A93.1,A93.1,A931,Sandfly fever,"Other arthropod-borne viral fevers, not elsewhere classified",Sandfly fever,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A93.2,A93.2,A932,Colorado tick fever,"Other arthropod-borne viral fevers, not elsewhere classified",Colorado tick fever,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A93.8,A93.8,A938,Other specified arthropod-borne viral fevers,"Other arthropod-borne viral fevers, not elsewhere classified",Other specified arthropod-borne viral fevers,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
3,T,X,1,A92,A94,A94,A94,Unspecified arthropod-borne viral fever,Unspecified arthropod-borne viral fever,,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
3,N,X,1,A92,A95.-,A95,A95,Yellow fever,Yellow fever,,,031,4-012,3-013,2-015,1-016,2025-09-12 20:34:44
4,T,X,1,A92,A95.0,A95.0,A950,Sylvatic yellow fever,Yellow fever,Sylvatic yellow fever,,031,4-012,3-013,2-015,1-016,2025-09-12 20:34:44
4,T,X,1,A92,A95.1,A95.1,A951,Urban yellow fever,Yellow fever,Urban yellow fever,,031,4-012,3-013,2-015,1-016,2025-09-12 20:34:44
4,T,X,1,A92,A95.9,A95.9,A959,"Yellow fever, unspecified",Yellow fever,"Yellow fever, unspecified",,031,4-012,3-013,2-015,1-016,2025-09-12 20:34:44
3,N,X,1,A92,A96.-,A96,A96,Arenaviral haemorrhagic fever,Arenaviral haemorrhagic fever,,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A96.0,A96.0,A960,Junin haemorrhagic fever,Arenaviral haemorrhagic fever,Junin haemorrhagic fever,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A96.1,A96.1,A961,Machupo haemorrhagic fever,Arenaviral haemorrhagic fever,Machupo haemorrhagic fever,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A96.2,A96.2,A962,Lassa fever,Arenaviral haemorrhagic fever,Lassa fever,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A96.8,A96.8,A968,Other arenaviral haemorrhagic fevers,Arenaviral haemorrhagic fever,Other arenaviral haemorrhagic fevers,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A96.9,A96.9,A969,"Arenaviral haemorrhagic fever, unspecified",Arenaviral haemorrhagic fever,"Arenaviral haemorrhagic fever, unspecified",,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
3,N,X,1,A92,A97.-,A97,A97,Dengue,Dengue,,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A97.0,A97.0,A970,Dengue without warning signs,Dengue,Dengue without warning signs,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A97.1,A97.1,A971,Dengue with warning signs,Dengue,Dengue with warning signs,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A97.2,A97.2,A972,Severe Dengue,Dengue,Severe Dengue,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A97.9,A97.9,A979,"Dengue, unspecified",Dengue,"Dengue, unspecified",,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
3,N,X,1,A92,A98.-,A98,A98,"Other viral haemorrhagic fevers, not elsewhere classified","Other viral haemorrhagic fevers, not elsewhere classified",,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A98.0,A98.0,A980,Crimean-Congo haemorrhagic fever,"Other viral haemorrhagic fevers, not elsewhere classified",Crimean-Congo haemorrhagic fever,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A98.1,A98.1,A981,Omsk haemorrhagic fever,"Other viral haemorrhagic fevers, not elsewhere classified",Omsk haemorrhagic fever,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A98.2,A98.2,A982,Kyasanur Forest disease,"Other viral haemorrhagic fevers, not elsewhere classified",Kyasanur Forest disease,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A98.3,A98.3,A983,Marburg virus disease,"Other viral haemorrhagic fevers, not elsewhere classified",Marburg virus disease,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A98.4,A98.4,A984,Ebola virus disease,"Other viral haemorrhagic fevers, not elsewhere classified",Ebola virus disease,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A98.5,A98.5,A985,Haemorrhagic fever with renal syndrome,"Other viral haemorrhagic fevers, not elsewhere classified",Haemorrhagic fever with renal syndrome,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A98.8,A98.8,A988,Other specified viral haemorrhagic fevers,"Other viral haemorrhagic fevers, not elsewhere classified",Other specified viral haemorrhagic fevers,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
3,T,X,1,A92,A99,A99,A99,Unspecified viral haemorrhagic fever,Unspecified viral haemorrhagic fever,,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
3,N,X,1,B00,B00.-,B00,B00,Herpesviral [herpes simplex] infections,Herpesviral [herpes simplex] infections,,,033,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B00.0,B00.0,B000,Eczema herpeticum,Herpesviral [herpes simplex] infections,Eczema herpeticum,,033,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B00.1,B00.1,B001,Herpesviral vesicular dermatitis,Herpesviral [herpes simplex] infections,Herpesviral vesicular dermatitis,,033,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B00.2,B00.2,B002,Herpesviral gingivostomatitis and pharyngotonsillitis,Herpesviral [herpes simplex] infections,Herpesviral gingivostomatitis and pharyngotonsillitis,,033,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B00.3,B00.3,B003,Herpesviral meningitis,Herpesviral [herpes simplex] infections,Herpesviral meningitis,,033,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B00.4,B00.4,B004,Herpesviral encephalitis,Herpesviral [herpes simplex] infections,Herpesviral encephalitis,,033,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B00.5,B00.5,B005,Herpesviral ocular disease,Herpesviral [herpes simplex] infections,Herpesviral ocular disease,,033,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B00.7,B00.7,B007,Disseminated herpesviral disease,Herpesviral [herpes simplex] infections,Disseminated herpesviral disease,,033,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B00.8,B00.8,B008,Other forms of herpesviral infection,Herpesviral [herpes simplex] infections,Other forms of herpesviral infection,,033,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B00.9,B00.9,B009,"Herpesviral infection, unspecified",Herpesviral [herpes simplex] infections,"Herpesviral infection, unspecified",,033,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B00,B01.-,B01,B01,Varicella [chickenpox],Varicella [chickenpox],,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B01.0,B01.0,B010,Varicella meningitis,Varicella [chickenpox],Varicella meningitis,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B01.1,B01.1,B011,Varicella encephalitis,Varicella [chickenpox],Varicella encephalitis,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B01.2,B01.2,B012,Varicella pneumonia,Varicella [chickenpox],Varicella pneumonia,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B01.8,B01.8,B018,Varicella with other complications,Varicella [chickenpox],Varicella with other complications,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B01.9,B01.9,B019,Varicella without complication,Varicella [chickenpox],Varicella without complication,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B00,B02.-,B02,B02,Zoster [herpes zoster],Zoster [herpes zoster],,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B02.0,B02.0,B020,Zoster encephalitis,Zoster [herpes zoster],Zoster encephalitis,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B02.1,B02.1,B021,Zoster meningitis,Zoster [herpes zoster],Zoster meningitis,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B02.2,B02.2,B022,Zoster with other nervous system involvement,Zoster [herpes zoster],Zoster with other nervous system involvement,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B02.3,B02.3,B023,Zoster ocular disease,Zoster [herpes zoster],Zoster ocular disease,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B02.7,B02.7,B027,Disseminated zoster,Zoster [herpes zoster],Disseminated zoster,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B02.8,B02.8,B028,Zoster with other complications,Zoster [herpes zoster],Zoster with other complications,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B02.9,B02.9,B029,Zoster without complication,Zoster [herpes zoster],Zoster without complication,,034,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B00,B03,B03,B03,Smallpox,Smallpox,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B00,B04,B04,B04,Monkeypox,Monkeypox,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B00,B05.-,B05,B05,Measles,Measles,,,035,4-010,3-011,2-017,1-018,2025-09-12 20:34:44
4,T,X,1,B00,B05.0,B05.0,B050,Measles complicated by encephalitis,Measles,Measles complicated by encephalitis,,035,4-010,3-011,2-017,1-018,2025-09-12 20:34:44
4,T,X,1,B00,B05.1,B05.1,B051,Measles complicated by meningitis,Measles,Measles complicated by meningitis,,035,4-010,3-011,2-017,1-018,2025-09-12 20:34:44
4,T,X,1,B00,B05.2,B05.2,B052,Measles complicated by pneumonia,Measles,Measles complicated by pneumonia,,035,4-010,3-011,2-017,1-018,2025-09-12 20:34:44
4,T,X,1,B00,B05.3,B05.3,B053,Measles complicated by otitis media,Measles,Measles complicated by otitis media,,035,4-010,3-011,2-017,1-018,2025-09-12 20:34:44
4,T,X,1,B00,B05.4,B05.4,B054,Measles with intestinal complications,Measles,Measles with intestinal complications,,035,4-010,3-011,2-017,1-018,2025-09-12 20:34:44
4,T,X,1,B00,B05.8,B05.8,B058,Measles with other complications,Measles,Measles with other complications,,035,4-010,3-011,2-017,1-018,2025-09-12 20:34:44
4,T,X,1,B00,B05.9,B05.9,B059,Measles without complication,Measles,Measles without complication,,035,4-010,3-011,2-017,1-018,2025-09-12 20:34:44
3,N,X,1,B00,B06.-,B06,B06,Rubella [German measles],Rubella [German measles],,,036,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B06.0,B06.0,B060,Rubella with neurological complications,Rubella [German measles],Rubella with neurological complications,,036,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B06.8,B06.8,B068,Rubella with other complications,Rubella [German measles],Rubella with other complications,,036,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B06.9,B06.9,B069,Rubella without complication,Rubella [German measles],Rubella without complication,,036,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B00,B07,B07,B07,Viral warts,Viral warts,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B00,B08.-,B08,B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified","Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B08.0,B08.0,B080,Other orthopoxvirus infections,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Other orthopoxvirus infections,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B08.1,B08.1,B081,Molluscum contagiosum,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Molluscum contagiosum,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B08.2,B08.2,B082,Exanthema subitum [sixth disease],"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Exanthema subitum [sixth disease],,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B08.3,B08.3,B083,Erythema infectiosum [fifth disease],"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Erythema infectiosum [fifth disease],,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B08.4,B08.4,B084,Enteroviral vesicular stomatitis with exanthem,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Enteroviral vesicular stomatitis with exanthem,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B08.5,B08.5,B085,Enteroviral vesicular pharyngitis,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Enteroviral vesicular pharyngitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B00,B08.8,B08.8,B088,Other specified viral infections characterized by skin and mucous membrane lesions,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Other specified viral infections characterized by skin and mucous membrane lesions,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B00,B09,B09,B09,Unspecified viral infection characterized by skin and mucous membrane lesions,Unspecified viral infection characterized by skin and mucous membrane lesions,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B15,B15.-,B15,B15,Acute hepatitis A,Acute hepatitis A,,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B15.0,B15.0,B150,Hepatitis A with hepatic coma,Acute hepatitis A,Hepatitis A with hepatic coma,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B15.9,B15.9,B159,Hepatitis A without hepatic coma,Acute hepatitis A,Hepatitis A without hepatic coma,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
3,N,X,1,B15,B16.-,B16,B16,Acute hepatitis B,Acute hepatitis B,,,037,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B16.0,B16.0,B160,Acute hepatitis B with delta-agent (coinfection) with hepatic coma,Acute hepatitis B,Acute hepatitis B with delta-agent (coinfection) with hepatic coma,,037,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B16.1,B16.1,B161,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,Acute hepatitis B,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,,037,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B16.2,B16.2,B162,Acute hepatitis B without delta-agent with hepatic coma,Acute hepatitis B,Acute hepatitis B without delta-agent with hepatic coma,,037,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B16.9,B16.9,B169,Acute hepatitis B without delta-agent and without hepatic coma,Acute hepatitis B,Acute hepatitis B without delta-agent and without hepatic coma,,037,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
3,N,X,1,B15,B17.-,B17,B17,Other acute viral hepatitis,Other acute viral hepatitis,,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B17.0,B17.0,B170,Acute delta-(super)infection in chronic hepatitis B,Other acute viral hepatitis,Acute delta-(super)infection in chronic hepatitis B,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B17.1,B17.1,B171,Acute hepatitis C,Other acute viral hepatitis,Acute hepatitis C,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B17.2,B17.2,B172,Acute hepatitis E,Other acute viral hepatitis,Acute hepatitis E,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B17.8,B17.8,B178,Other specified acute viral hepatitis,Other acute viral hepatitis,Other specified acute viral hepatitis,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B17.9,B17.9,B179,"Acute viral hepatitis, unspecified",Other acute viral hepatitis,"Acute viral hepatitis, unspecified",,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
3,N,X,1,B15,B18.-,B18,B18,Chronic viral hepatitis,Chronic viral hepatitis,,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,N,X,1,B15,B18.0-,B18.0,B180,Chronic viral hepatitis B with delta-agent,Chronic viral hepatitis,Chronic viral hepatitis B with delta-agent,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
5,T,S,1,B15,B18.00,B18.00,B1800,Chronic viral hepatitis B with delta-agent: immune-tolerant phase,Chronic viral hepatitis,Chronic viral hepatitis B with delta-agent,immune-tolerant phase,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
5,T,S,1,B15,B18.09,B18.09,B1809,Chronic viral hepatitis B with delta-agent: other and unspecified phase,Chronic viral hepatitis,Chronic viral hepatitis B with delta-agent,other and unspecified phase,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,N,X,1,B15,B18.1-,B18.1,B181,Chronic viral hepatitis B without delta-agent,Chronic viral hepatitis,Chronic viral hepatitis B without delta-agent,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
5,T,S,1,B15,B18.10,B18.10,B1810,Chronic viral hepatitis B without delta-agent: immune-tolerant phase,Chronic viral hepatitis,Chronic viral hepatitis B without delta-agent,immune-tolerant phase,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
5,T,S,1,B15,B18.19,B18.19,B1819,Chronic viral hepatitis B without delta-agent: other and unspecified phase,Chronic viral hepatitis,Chronic viral hepatitis B without delta-agent,other and unspecified phase,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B18.2,B18.2,B182,Chronic viral hepatitis C,Chronic viral hepatitis,Chronic viral hepatitis C,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B18.8,B18.8,B188,Other chronic viral hepatitis,Chronic viral hepatitis,Other chronic viral hepatitis,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B18.9,B18.9,B189,"Chronic viral hepatitis, unspecified",Chronic viral hepatitis,"Chronic viral hepatitis, unspecified",,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
3,N,X,1,B15,B19.-,B19,B19,Unspecified viral hepatitis,Unspecified viral hepatitis,,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B19.0,B19.0,B190,Unspecified viral hepatitis with hepatic coma,Unspecified viral hepatitis,Unspecified viral hepatitis with hepatic coma,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
4,T,X,1,B15,B19.9,B19.9,B199,Unspecified viral hepatitis without hepatic coma,Unspecified viral hepatitis,Unspecified viral hepatitis without hepatic coma,,038,4-012,3-013,2-018,1-019,2025-09-12 20:34:44
3,N,X,1,B20,B20.-,B20,B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B20.0,B20.0,B200,HIV disease resulting in mycobacterial infection,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV disease resulting in mycobacterial infection,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B20.1,B20.1,B201,HIV disease resulting in other bacterial infections,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV disease resulting in other bacterial infections,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B20.2,B20.2,B202,HIV disease resulting in cytomegaloviral disease,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV disease resulting in cytomegaloviral disease,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B20.3,B20.3,B203,HIV disease resulting in other viral infections,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV disease resulting in other viral infections,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B20.4,B20.4,B204,HIV disease resulting in candidiasis,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV disease resulting in candidiasis,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B20.5,B20.5,B205,HIV disease resulting in other mycoses,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV disease resulting in other mycoses,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B20.6,B20.6,B206,HIV disease resulting in Pneumocystis jirovecii pneumonia,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV disease resulting in Pneumocystis jirovecii pneumonia,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B20.7,B20.7,B207,HIV disease resulting in multiple infections,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV disease resulting in multiple infections,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B20.8,B20.8,B208,HIV disease resulting in other infectious and parasitic diseases,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV disease resulting in other infectious and parasitic diseases,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B20.9,B20.9,B209,HIV disease resulting in unspecified infectious or parasitic disease,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV disease resulting in unspecified infectious or parasitic disease,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
3,N,X,1,B20,B21.-,B21,B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B21.0,B21.0,B210,HIV disease resulting in Kaposi sarcoma,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,HIV disease resulting in Kaposi sarcoma,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B21.1,B21.1,B211,HIV disease resulting in Burkitt lymphoma,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,HIV disease resulting in Burkitt lymphoma,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B21.2,B21.2,B212,HIV disease resulting in other types of non-Hodgkin lymphoma,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,HIV disease resulting in other types of non-Hodgkin lymphoma,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B21.3,B21.3,B213,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B21.7,B21.7,B217,HIV disease resulting in multiple malignant neoplasms,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,HIV disease resulting in multiple malignant neoplasms,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B21.8,B21.8,B218,HIV disease resulting in other malignant neoplasms,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,HIV disease resulting in other malignant neoplasms,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B21.9,B21.9,B219,HIV disease resulting in unspecified malignant neoplasm,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,HIV disease resulting in unspecified malignant neoplasm,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
3,N,X,1,B20,B22.-,B22,B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B22.0,B22.0,B220,HIV disease resulting in encephalopathy,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,HIV disease resulting in encephalopathy,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B22.1,B22.1,B221,HIV disease resulting in lymphoid interstitial pneumonitis,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,HIV disease resulting in lymphoid interstitial pneumonitis,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B22.2,B22.2,B222,HIV disease resulting in wasting syndrome,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,HIV disease resulting in wasting syndrome,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B22.7,B22.7,B227,HIV disease resulting in multiple diseases classified elsewhere,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,HIV disease resulting in multiple diseases classified elsewhere,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
3,N,X,1,B20,B23.-,B23,B23,Human immunodeficiency virus [HIV] disease resulting in other conditions,Human immunodeficiency virus [HIV] disease resulting in other conditions,,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B23.0,B23.0,B230,Acute HIV infection syndrome,Human immunodeficiency virus [HIV] disease resulting in other conditions,Acute HIV infection syndrome,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B23.1,B23.1,B231,HIV disease resulting in (persistent) generalized lymphadenopathy,Human immunodeficiency virus [HIV] disease resulting in other conditions,HIV disease resulting in (persistent) generalized lymphadenopathy,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B23.2,B23.2,B232,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",Human immunodeficiency virus [HIV] disease resulting in other conditions,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
4,T,X,1,B20,B23.8,B23.8,B238,HIV disease resulting in other specified conditions,Human immunodeficiency virus [HIV] disease resulting in other conditions,HIV disease resulting in other specified conditions,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
3,T,X,1,B20,B24,B24,B24,Unspecified human immunodeficiency virus [HIV] disease,Unspecified human immunodeficiency virus [HIV] disease,,,039,4-011,3-012,2-019,1-020,2025-09-12 20:34:44
3,N,X,1,B25,B25.-,B25,B25,Cytomegaloviral disease,Cytomegaloviral disease,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
